"name"	"references_link"	"references_type"	"references_resource"	"references_id"	"references_annotatorClassName"	"description"	"bloodBrainBarrier"	"brandNames"	"synonyms"	"id"	"targets_name"	"targets_targetParticipants_link"	"targets_targetParticipants_type"	"targets_targetParticipants_resource"	"targets_targetParticipants_id"	"targets_targetParticipants_annotatorClassName"
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Mitogen-activated protein kinase 4"	NA	"HGNC_SYMBOL"	"MAPK4"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Mitogen-activated protein kinase 7"	NA	"HGNC_SYMBOL"	"MAPK7"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Mitogen-activated protein kinase 9"	NA	"HGNC_SYMBOL"	"MAPK9"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase RIO1"	NA	"HGNC_SYMBOL"	"RIOK1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase RIO2"	NA	"HGNC_SYMBOL"	"RIOK2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase RIO3"	NA	"HGNC_SYMBOL"	"RIOK3"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Receptor-interacting serine/threonine-protein kinase 1"	NA	"HGNC_SYMBOL"	"RIPK1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Receptor-interacting serine/threonine-protein kinase 2"	NA	"HGNC_SYMBOL"	"RIPK2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Receptor-interacting serine/threonine-protein kinase 4"	NA	"HGNC_SYMBOL"	"RIPK4"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"MAP kinase-activated protein kinase 5"	NA	"HGNC_SYMBOL"	"MAPKAPK5"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Rho-associated protein kinase 2"	NA	"HGNC_SYMBOL"	"ROCK2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase MARK1"	NA	"HGNC_SYMBOL"	"MARK1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Proto-oncogene tyrosine-protein kinase ROS"	NA	"HGNC_SYMBOL"	"ROS1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase MARK2"	NA	"HGNC_SYMBOL"	"MARK2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"MAP/microtubule affinity-regulating kinase 3"	NA	"HGNC_SYMBOL"	"MARK3"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"MAP/microtubule affinity-regulating kinase 4"	NA	"HGNC_SYMBOL"	"MARK4"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"CLIP-associating protein 1"	NA	"HGNC_SYMBOL"	"CLASP1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Ribosomal protein S6 kinase alpha-1"	NA	"HGNC_SYMBOL"	"RPS6KA1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Microtubule-associated serine/threonine-protein kinase 1"	NA	"HGNC_SYMBOL"	"MAST1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Megakaryocyte-associated tyrosine-protein kinase"	NA	"HGNC_SYMBOL"	"MATK"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Maternal embryonic leucine zipper kinase"	NA	"HGNC_SYMBOL"	"MELK"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Tyrosine-protein kinase Mer"	NA	"HGNC_SYMBOL"	"MERTK"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Ribosomal protein S6 kinase alpha-3"	NA	"HGNC_SYMBOL"	"RPS6KA3"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase SBK1"	NA	"HGNC_SYMBOL"	"SBK1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Uncharacterized serine/threonine-protein kinase SBK3"	NA	"HGNC_SYMBOL"	"SBK3"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase Sgk3"	NA	"HGNC_SYMBOL"	"SGK3"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase SIK1"	NA	"HGNC_SYMBOL"	"SIK1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase SIK2"	NA	"HGNC_SYMBOL"	"SIK2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"STE20-like serine/threonine-protein kinase"	NA	"HGNC_SYMBOL"	"SLK"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"SNF-related serine/threonine-protein kinase"	NA	"HGNC_SYMBOL"	"SNRK"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Proto-oncogene tyrosine-protein kinase Src"	NA	"HGNC_SYMBOL"	"SRC"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Tyrosine-protein kinase Srms"	NA	"HGNC_SYMBOL"	"SRMS"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase 10"	NA	"HGNC_SYMBOL"	"STK10"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase 16"	NA	"HGNC_SYMBOL"	"STK16"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase 17A"	NA	"HGNC_SYMBOL"	"STK17A"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Misshapen-like kinase 1"	NA	"HGNC_SYMBOL"	"MINK1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"MAP kinase-interacting serine/threonine-protein kinase 1"	NA	"HGNC_SYMBOL"	"MKNK1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"MAP kinase-interacting serine/threonine-protein kinase 2"	NA	"HGNC_SYMBOL"	"MKNK2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase 17B"	NA	"HGNC_SYMBOL"	"STK17B"	0	""
